Date;Day;Month;Year;Site;Management;Transect;Cuadrante;Estacion del transecto (m);Depth.m;Species.type;Species;Presence;Abundance;DD;NE;LE;LT;Frondosity;Observaciones
14/2/2024;14;2;2024;Ventanas;AMERB;3;1;10;8.2;Macroalgae;Lessonia trabeculata;1;1;1;1;NA;5;3;
14/2/2024;14;2;2024;Ventanas;AMERB;3;1;10;8.2;Macroalgae;Lessonia trabeculata;1;1;1;1;NA;10;3;
14/2/2024;14;2;2024;Ventanas;AMERB;3;1;10;8.2;Macroalgae;Lessonia trabeculata;1;1;1;1;NA;10;3;
27/10/2022;27;10;2022;Chañaral de Aceituno C;AMERB;5;4;30;16;Animal;Tegula;1;3;NA;NA;NA;NA;NA;
14/2/2024;14;2;2024;Ventanas;AMERB;3;1;10;8.2;Macroalgae;Lessonia trabeculata;1;1;1;1;NA;10;3;
27/10/2022;27;10;2022;Chañaral de Aceituno C;AMERB;5;5;40;15.7;Animal;Tegula;1;39;NA;NA;NA;NA;NA;
14/2/2024;14;2;2024;Ventanas;AMERB;3;1;10;8.2;Macroalgae;Lessonia trabeculata;1;1;1;1;NA;10;3;
14/2/2024;14;2;2024;Ventanas;AMERB;3;1;10;8.2;Macroalgae;Lessonia trabeculata;1;1;3;2;NA;30;3;
27/10/2022;27;10;2022;Chañaral de Aceituno C;AMERB;5;7;60;11.5;Animal;Taliepus sp;1;2;NA;NA;NA;NA;NA;
27/10/2022;27;10;2022;Chañaral de Aceituno C;AMERB;5;7;60;11.5;Animal;Tegula;1;1;NA;NA;NA;NA;NA;
14/2/2024;14;2;2024;Ventanas;AMERB;3;1;10;8.2;Macroalgae;Lessonia trabeculata;1;1;3;2;NA;30;3;
14/2/2024;14;2;2024;Ventanas;AMERB;3;1;10;8.2;Macroalgae;Lessonia trabeculata;1;1;3;2;NA;30;3;
14/2/2024;14;2;2024;Ventanas;AMERB;3;1;10;8.2;Macroalgae;Lessonia trabeculata;1;1;3;2;NA;30;3;
14/2/2024;14;2;2024;Ventanas;AMERB;3;1;10;8.2;Macroalgae;Lessonia trabeculata;1;1;3;2;NA;17;3;
27/10/2022;27;10;2022;Chañaral de Aceituno C;AMERB;10;3;40;13;Animal;Taliepus sp;1;1;NA;NA;NA;NA;NA;
14/2/2024;14;2;2024;Ventanas;AMERB;3;1;10;8.2;Macroalgae;Lessonia trabeculata;1;1;1;1;NA;10;3;
14/2/2024;14;2;2024;Ventanas;AMERB;3;1;10;8;Macroalgae;Lessonia trabeculata;1;1;28;8;57;174;3;
14/2/2024;14;2;2024;Ventanas;AMERB;3;1;10;8;Macroalgae;Lessonia trabeculata;1;1;4;4;NA;18;3;
14/2/2024;14;2;2024;Ventanas;AMERB;3;1;10;8;Macroalgae;Lessonia trabeculata;1;1;2;2;NA;20;3;
14/2/2024;14;2;2024;Ventanas;AMERB;3;1;10;8;Macroalgae;Lessonia trabeculata;1;1;2;2;NA;21;3;
14/2/2024;14;2;2024;Ventanas;AMERB;3;1;10;8;Macroalgae;Lessonia trabeculata;1;1;2;3;NA;36;3;
14/2/2024;14;2;2024;Ventanas;AMERB;3;1;10;8;Macroalgae;Lessonia trabeculata;1;1;1;2;NA;22;3;
14/2/2024;14;2;2024;Ventanas;AMERB;3;2;20;8.8;Animal;Taliepus sp;1;2;NA;NA;NA;NA;NA;
14/2/2024;14;2;2024;Ventanas;AMERB;3;2;20;8.8;Animal;Tetrapygus niger;1;2;NA;NA;NA;NA;NA;
14/2/2024;14;2;2024;Ventanas;AMERB;3;2;20;8.8;Macroalgae;Lessonia trabeculata;1;1;12;7;2;67;3;
14/2/2024;14;2;2024;Ventanas;AMERB;3;2;20;8.8;Macroalgae;Lessonia trabeculata;1;1;2;4;NA;24;3;
14/2/2024;14;2;2024;Ventanas;AMERB;3;2;20;8.8;Macroalgae;Lessonia trabeculata;1;1;2;1;4;30;3;
14/2/2024;14;2;2024;Ventanas;AMERB;3;2;20;8.8;Macroalgae;Lessonia trabeculata;1;1;2;2;NA;18;3;
14/2/2024;14;2;2024;Ventanas;AMERB;3;2;20;8.8;Macroalgae;Lessonia trabeculata;1;1;2;2;NA;21;3;
14/2/2024;14;2;2024;Ventanas;AMERB;3;2;20;8.8;Macroalgae;Lessonia trabeculata;1;1;2;2;NA;20;3;
14/2/2024;14;2;2024;Ventanas;AMERB;3;2;20;8.8;Macroalgae;Lessonia trabeculata;1;1;2;2;NA;21;3;
14/2/2024;14;2;2024;Ventanas;AMERB;3;3;30;8.2;Animal;Taliepus sp;1;1;NA;NA;NA;NA;NA;
14/2/2024;14;2;2024;Ventanas;AMERB;3;3;30;8;Macroalgae;Lessonia trabeculata;1;1;12;6;1;72;3;
14/2/2024;14;2;2024;Ventanas;AMERB;3;3;30;8;Macroalgae;Lessonia trabeculata;1;1;18;2;37;130;3;
14/2/2024;14;2;2024;Ventanas;AMERB;3;3;30;8;Macroalgae;Lessonia trabeculata;1;1;15;2;30;110;3;
14/2/2024;14;2;2024;Ventanas;AMERB;3;3;30;8.2;Macroalgae;Lessonia trabeculata;1;1;26;6;48;160;3;
14/2/2024;14;2;2024;Ventanas;AMERB;3;3;30;8.2;Macroalgae;Lessonia trabeculata;1;1;12;2;64;160;3;
14/2/2024;14;2;2024;Ventanas;AMERB;3;4;50;9;Macroalgae;Lessonia trabeculata;1;1;1;1;NA;10;3;
14/2/2024;14;2;2024;Ventanas;AMERB;3;4;50;9;Macroalgae;Lessonia trabeculata;1;1;1;1;NA;10;3;
14/2/2024;14;2;2024;Ventanas;AMERB;3;4;50;9;Macroalgae;Lessonia trabeculata;1;1;1;1;NA;10;3;
14/2/2024;14;2;2024;Ventanas;AMERB;3;4;50;9;Macroalgae;Lessonia trabeculata;1;1;1;1;NA;10;3;
14/2/2024;14;2;2024;Ventanas;AMERB;3;4;50;9;Macroalgae;Lessonia trabeculata;1;1;1;1;NA;10;3;
14/2/2024;14;2;2024;Ventanas;AMERB;3;4;50;9;Macroalgae;Lessonia trabeculata;1;1;1;1;NA;15;3;
14/2/2024;14;2;2024;Ventanas;AMERB;3;4;50;9;Macroalgae;Lessonia trabeculata;1;1;1;1;NA;14;3;
14/2/2024;14;2;2024;Ventanas;AMERB;3;5;60;7;Animal;Taliepus sp;1;2;NA;NA;NA;NA;NA;
14/2/2024;14;2;2024;Ventanas;AMERB;3;5;60;7;Macroalgae;Lessonia trabeculata;1;1;22;6;24;132;3;
14/2/2024;14;2;2024;Ventanas;AMERB;3;5;60;7;Macroalgae;Lessonia trabeculata;1;1;1;1;NA;5;3;
14/2/2024;14;2;2024;Ventanas;AMERB;3;5;60;7;Macroalgae;Lessonia trabeculata;1;1;1;1;NA;5;3;
14/2/2024;14;2;2024;Ventanas;AMERB;3;5;60;7;Macroalgae;Lessonia trabeculata;1;1;1;1;NA;5;3;
14/2/2024;14;2;2024;Ventanas;AMERB;3;5;60;7;Macroalgae;Lessonia trabeculata;1;1;1;1;NA;5;3;
14/2/2024;14;2;2024;Ventanas;AMERB;3;5;60;7;Macroalgae;Lessonia trabeculata;1;1;1;1;NA;5;3;
14/2/2024;14;2;2024;Ventanas;AMERB;1;8;0;10;Macroalgae;Lessonia trabeculata;1;1;19;6;56;150;3;
14/2/2024;14;2;2024;Ventanas;AMERB;1;8;0;10;Macroalgae;Lessonia trabeculata;1;1;20;6;71;160;3;
14/2/2024;14;2;2024;Ventanas;AMERB;1;2;20;10;Macroalgae;Lessonia trabeculata;1;1;25;14;80;173;3;
14/2/2024;14;2;2024;Ventanas;AMERB;1;2;20;10;Macroalgae;Lessonia trabeculata;1;1;51;10;95;228;3;
14/2/2024;14;2;2024;Ventanas;AMERB;1;3;30;9.1;Macroalgae;Lessonia trabeculata;1;1;34;7;75;175;3;
14/2/2024;14;2;2024;Ventanas;AMERB;1;4;50;8;Macroalgae;Lessonia trabeculata;1;1;19;3;48;143;3;
14/2/2024;14;2;2024;Ventanas;AMERB;1;4;50;8;Macroalgae;Lessonia trabeculata;1;1;19;2;48;137;3;
14/2/2024;14;2;2024;Ventanas;AMERB;1;5;60;7.8;Macroalgae;Lessonia trabeculata;1;1;24;8;71;197;3;
14/2/2024;14;2;2024;Ventanas;AMERB;1;6;70;6;Macroalgae;Lessonia trabeculata;1;1;24;6;28;95;3;
14/2/2024;14;2;2024;Ventanas;AMERB;1;7;80;6;Macroalgae;Lessonia trabeculata;1;1;28;8;43;143;3;
14/2/2024;14;2;2024;Ventanas;AMERB;1;7;80;6;Macroalgae;Lessonia trabeculata;1;1;1;2;NA;16;3;
14/2/2024;14;2;2024;Ventanas;AMERB;3;5;60;7;Animal;Taliepus sp;1;2;NA;NA;NA;NA;NA;
14/2/2024;14;2;2024;Ventanas;AMERB;3;5;60;7;Macroalgae;Lessonia trabeculata;1;1;30;11;48;205;NA;
26/10/2022;26;10;2022;Chañaral de Aceituno ALA;OA;3;6;60;12.4;Macroalgae;Lessonia trabeculata;1;1;50;11;84;244;3;Coalescente
26/10/2022;26;10;2022;Chañaral de Aceituno ALA;OA;3;6;60;11;Animal;Taliepus sp;1;2;NA;NA;NA;NA;NA;
14/2/2024;14;2;2024;Ventanas;AMERB;3;6;70;7;Macroalgae;Lessonia trabeculata;1;1;24;3;47;110;3;
14/2/2024;14;2;2024;Ventanas;AMERB;3;6;70;7;Macroalgae;Lessonia trabeculata;1;1;2;1;NA;17;3;
14/2/2024;14;2;2024;Ventanas;AMERB;3;6;70;7;Macroalgae;Lessonia trabeculata;1;1;2;1;NA;16;3;
14/2/2024;14;2;2024;Ventanas;AMERB;3;6;70;7;Macroalgae;Lessonia trabeculata;1;1;2;1;NA;12;3;
26/10/2022;26;10;2022;Chañaral de Aceituno ALA;OA;3;7;60;11;Macroalgae;Lessonia trabeculata;1;1;53;7;110;248;3;
14/2/2024;14;2;2024;Ventanas;AMERB;3;6;70;7;Macroalgae;Lessonia trabeculata;1;1;1;1;NA;4;3;
14/2/2024;14;2;2024;Ventanas;AMERB;3;6;70;7;Macroalgae;Lessonia trabeculata;1;1;1;1;NA;4;3;
14/2/2024;14;2;2024;Ventanas;AMERB;3;6;70;7;Macroalgae;Lessonia trabeculata;1;1;1;1;NA;4;3;
14/2/2024;14;2;2024;Ventanas;AMERB;3;6;70;7;Macroalgae;Lessonia trabeculata;1;1;1;1;NA;4;3;
14/2/2024;14;2;2024;Ventanas;AMERB;3;6;70;7;Macroalgae;Lessonia trabeculata;1;1;1;1;NA;4;3;
14/2/2024;14;2;2024;Ventanas;AMERB;3;6;70;7;Macroalgae;Lessonia trabeculata;1;1;26;8;64;121;3;
14/2/2024;14;2;2024;Ventanas;AMERB;3;6;70;7;Macroalgae;Lessonia trabeculata;1;1;0.6;1;NA;16;3;
14/2/2024;14;2;2024;Ventanas;AMERB;3;6;70;7;Macroalgae;Lessonia trabeculata;1;1;2;2;NA;14;3;
14/2/2024;14;2;2024;Ventanas;AMERB;3;6;70;7;Macroalgae;Lessonia trabeculata;1;1;1;2;NA;9;3;
14/2/2024;14;2;2024;Ventanas;AMERB;3;7;40;8.4;Macroalgae;Lessonia trabeculata;1;1;13;2;80;190;3;
14/2/2024;14;2;2024;Ventanas;AMERB;3;7;40;8.4;Macroalgae;Lessonia trabeculata;1;1;18;4;83;182;3;
2/12/2025;2;12;2025;Junin;AMP;1;3;50;8.7;Macroalgae;Lessonia trabeculata;1;1;20;4;;230;3;
2/12/2025;2;12;2025;Junin;AMP;1;3;50;8.7;Macroalgae;Lessonia trabeculata;1;1;28;6;;205;3;
2/12/2025;2;12;2025;Junin;AMP;1;3;50;8.7;Macroalgae;Lessonia trabeculata;1;1;26;3;;172;3;
2/12/2025;2;12;2025;Junin;AMP;1;2;25;10.3;Macroalgae;Lessonia trabeculata;1;1;15;2;;180;3;
2/12/2025;2;12;2025;Junin;AMP;1;2;25;10.3;Macroalgae;Lessonia trabeculata;1;1;35;7;;235;3;
2/12/2025;2;12;2025;Junin;AMP;2;1;0;10.7;Macroalgae;Lessonia trabeculata;1;1;33;4;;232;3;
2/12/2025;2;12;2025;Junin;AMP;2;1;0;10.7;Macroalgae;Lessonia trabeculata;1;1;16;1;;200;3;
;2;12;2025;Junin;AMP;2.5;0.5;-12.5;10.9;Macroalgae;Lessonia trabeculata;1;1;0.7;;;10;;
2/12/2025;2;12;2025;Junin;AMP;2;1;0;10.7;Macroalgae;Lessonia trabeculata;1;1;20;4;;205;3;
2/12/2025;2;12;2025;Junin;AMP;2;1;0;10.7;Animal;Taliepus sp;1;1;;;;;3;
2/12/2025;2;12;2025;Junin;AMP;2;2;25;12.1;Macroalgae;Lessonia trabeculata;1;1;32;3;;180;3;
2/12/2025;2;12;2025;Junin;AMP;2;2;25;12.1;Macroalgae;Lessonia trabeculata;1;1;21;1;;60;3;
2/12/2025;2;12;2025;Junin;AMP;2;2;25;12.1;Macroalgae;Lessonia trabeculata;1;1;28;2;;180;3;
2/12/2025;2;12;2025;Junin;AMP;3;1;0;9.6;Macroalgae;Lessonia trabeculata;1;1;19;1;;147;3;
2/12/2025;2;12;2025;Junin;AMP;3;1;0;9.6;Macroalgae;Lessonia trabeculata;1;1;23;2;;165;3;
2/12/2025;2;12;2025;Junin;AMP;3;1;0;9.6;Macroalgae;Lessonia trabeculata;1;1;32;3;;210;3;
2/12/2025;2;12;2025;Junin;AMP;3;2;25;8;Macroalgae;Lessonia trabeculata;1;1;25;3;;195;3;
2/12/2025;2;12;2025;Junin;AMP;3;2;25;8;Macroalgae;Lessonia trabeculata;1;1;19;7;;127;3;
2/12/2025;2;12;2025;Junin;AMP;1;1;0;11.6;Macroalgae;Lessonia trabeculata;1;1;23;4;;142;3;
2/12/2025;2;12;2025;Junin;AMP;1;1;0;11.6;Macroalgae;Lessonia trabeculata;1;1;24;2;;210;3;
2/12/2025;2;12;2025;Junin;AMP;1;1;0;11.6;Macroalgae;Lessonia trabeculata;1;1;32;4;;162;3;
2/12/2025;2;12;2025;Junin;AMP;1;1;0;11.6;Macroalgae;Lessonia trabeculata;1;1;10;2;;140;3;
2/12/2025;2;12;2025;Junin;AMP;1;1;0;11.6;Macroalgae;Lessonia trabeculata;1;1;20;6;;120;3;
2/12/2025;2;12;2025;Junin;AMP;1;1;0;11.6;Animal;Taliepus sp;1;1;;;;;;
2/12/2025;2;12;2025;Junin;AMP;2;3;50;11.6;Macroalgae;Lessonia trabeculata;1;1;23;3;;220;3;
2/12/2025;2;12;2025;Junin;AMP;2;3;50;11.6;Macroalgae;Lessonia trabeculata;1;1;15;2;;136;3;
2/12/2025;2;12;2025;Junin;AMP;2;3;50;11.6;Macroalgae;Lessonia trabeculata;1;1;15;4;;190;3;
2/12/2025;2;12;2025;Junin;AMP;2;3;50;11.6;Macroalgae;Lessonia trabeculata;1;1;14;4;;131;3;
2/12/2025;2;12;2025;Junin;AMP;3;3;50;6.6;Macroalgae;Lessonia trabeculata;1;1;14;5;;95;3;
2/12/2025;2;12;2025;Junin;AMP;3;3;50;6.6;Macroalgae;Lessonia trabeculata;1;1;25;1;;166;3;
2/12/2025;2;12;2025;Junin;AMP;3;3;50;6.6;Macroalgae;Lessonia trabeculata;1;1;8;1;;100;3;
2/12/2025;2;12;2025;Junin;AMP;3;3;50;6.6;Macroalgae;Lessonia trabeculata;1;1;24;5;;183;3;
2/12/2025;2;12;2025;Junin;AMP;3;3;50;6.6;Animal;Taliepus sp;1;1;;;;;;
